15615_NVW,192283222504,WOMENS GO WALK JOY-TERRIFIC,15615_NVW,Women,Footwear,Performance - Walking,100,4499.0,4499.0,Navy,10,
15615_PKMT,191665567028,WOMENS GO WALK JOY-TERRIFIC,15615_PKMT,Women,Footwear,Performance - Walking,100,4499.0,4499.0,Pink,6,
15615_PKMT,191665567042,WOMENS GO WALK JOY-TERRIFIC,15615_PKMT,Women,Footwear,Performance - Walking,100,4499.0,4499.0,Pink,7,
15615_PKMT,191665567066,WOMENS GO WALK JOY-TERRIFIC,15615_PKMT,Women,Footwear,Performance - Walking,100,4499.0,4499.0,Pink,8,
15615_PKMT,191665567080,WOMENS GO WALK JOY-TERRIFIC,15615_PKMT,Women,Footwear,Performance - Walking,100,4499.0,4499.0,Pink,9,
15615_PKMT,191665567103,WOMENS GO WALK JOY-TERRIFIC,15615_PKMT,Women,Footwear,Performance - Walking,100,4499.0,4499.0,Pink,10,
15635_BURG,192283476075,Womens GO WALK JOY,15635_BURG,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Red,6,
15635_BURG,192283476099,Womens GO WALK JOY,15635_BURG,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Red,7,
15635_BURG,192283476112,Womens GO WALK JOY,15635_BURG,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Red,8,
15635_BURG,192283476136,Womens GO WALK JOY,15635_BURG,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Red,9,
15635_BURG,192283476150,Womens GO WALK JOY,15635_BURG,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Red,10,
15635_CCBL,192283418785,Womens GO WALK JOY,15635_CCBL,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Charcoal,6,
15635_CCBL,192283418808,Womens GO WALK JOY,15635_CCBL,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Charcoal,7,
15635_CCBL,192283418822,Womens GO WALK JOY,15635_CCBL,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Charcoal,8,
15635_CCBL,192283418846,Womens GO WALK JOY,15635_CCBL,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Charcoal,9,
15635_CCBL,192283418860,Womens GO WALK JOY,15635_CCBL,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Charcoal,10,
15637_MVE,193113164339,WOMENS GO WALK JOY-CENTERPIECE,15637_MVE,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Purple,6,
15669_NTCL,192283344640,WOMENS GO WALK REVOLUT ULTR-BOLT,15669_NTCL,Women,Footwear,Performance - Walking,100,5799.0,5799.0,Natural,9,
15725_NVW,192283344770,Womens GO WALK EVOLUTION ULTRA,15725_NVW,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Navy,8,
15725_RAS,192283118845,WOMENS GO WALK EVOLUTION ULTRA,15725_RAS,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Red,6,
15725_RAS,192283118869,WOMENS GO WALK EVOLUTION ULTRA,15725_RAS,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Red,7,
15725_RAS,192283118883,WOMENS GO WALK EVOLUTION ULTRA,15725_RAS,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Red,8,
15725_RAS,192283118906,WOMENS GO WALK EVOLUTION ULTRA,15725_RAS,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Red,9,
15725_RAS,192283118920,WOMENS GO WALK EVOLUTION ULTRA,15725_RAS,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Red,10,
15733_BKW,193113221490,WOMENS GO WALK EVOLUTION ULTRA-AMAZE,15733_BKW,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Black,8,
15738_BBK,193113403506,WOMENS GO WALK EVOLUTION ULTRA-PERSI,15738_BBK,Women,Footwear,Performance - Walking,100,5299.0,5299.0,Black,6,
15738_NVW,193113424990,WOMENS GO WALK EVOLUTION ULTRA-PERSI,15738_NVW,Women,Footwear,Performance - Walking,100,5299.0,5299.0,Navy,10,
15840_BLU,192283172120,WOMENS SERENE - TRANQUILITY,15840_BLU,Women,Footwear,Performance - Walking,100,5499.0,5499.0,Blue,10,
15840_PNK,192283234200,WOMENS SERENE - TRANQUILITY,15840_PNK,Women,Footwear,Performance - Walking,100,5499.0,5499.0,Pink,6,
15840_PNK,192283234224,WOMENS SERENE - TRANQUILITY,15840_PNK,Women,Footwear,Performance - Walking,100,5499.0,5499.0,Pink,7,
15840_PNK,192283234248,WOMENS SERENE - TRANQUILITY,15840_PNK,Women,Footwear,Performance - Walking,100,5499.0,5499.0,Pink,8,
15840_PNK,192283234262,WOMENS SERENE - TRANQUILITY,15840_PNK,Women,Footwear,Performance - Walking,100,5499.0,5499.0,Pink,9,
15840_PNK,192283234286,WOMENS SERENE - TRANQUILITY,15840_PNK,Women,Footwear,Performance - Walking,100,5499.0,5499.0,Pink,10,
15844_MVE,192283234071,WOMENS SERENE - ADORNED,15844_MVE,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Purple,7,
15847_MVE,192283218903,WOMENS SERENE - ELATION,15847_MVE,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Purple,10,
15847_NVGY,192283218972,WOMENS SERENE - ELATION,15847_NVGY,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Navy,6,
15847_NVGY,192283218996,WOMENS SERENE - ELATION,15847_NVGY,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Navy,7,
15847_NVGY,192283219016,WOMENS SERENE - ELATION,15847_NVGY,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Navy,8,
15847_NVGY,192283219030,WOMENS SERENE - ELATION,15847_NVGY,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Navy,9,
15847_NVGY,192283219054,WOMENS SERENE - ELATION,15847_NVGY,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Navy,10,
15847_TPE,192283387289,WOMENS SERENE - ELATION,15847_TPE,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Brown,6,
15847_TPE,192283387302,WOMENS SERENE - ELATION,15847_TPE,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Brown,7,
15847_TPE,192283387326,WOMENS SERENE - ELATION,15847_TPE,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Brown,8,
15847_TPE,192283387340,WOMENS SERENE - ELATION,15847_TPE,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Brown,9,
15847_TPE,192283387364,WOMENS SERENE - ELATION,15847_TPE,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Brown,10,
15900_BKPK,193642097658,WOMENS GO WALK 5-PRIZED,15900_BKPK,Women,Footwear,Performance - Walking,100,5499.0,5499.0,Black,6,
14477-BKGY,190872677643,WOMENS GO STEP LITE - ADORBS,14477-BKGY,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Black,7,
14477-NVY,190872683781,WOMENS GO STEP LITE - ADORBS,14477-NVY,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Navy,6,
15657_PNK,193642181760,WOMENS GO WALK LITE-DAWN,15657_PNK,Women,Footwear,Performance - Walking,100,5499.0,5499.0,Pink,7,
16705_BKGY,194428803685,WOMENS GO WALK SMART,16705_BKGY,Women,Footwear,Performance - Walking,100,6499.0,6499.0,Black,8,
16705_BKGY,194428803708,WOMENS GO WALK SMART,16705_BKGY,Women,Footwear,Performance - Walking,100,6499.0,6499.0,Black,9,
16705_BKGY,194428803722,WOMENS GO WALK SMART,16705_BKGY,Women,Footwear,Performance - Walking,100,6499.0,6499.0,Black,10,
14472_TPE,190211996954,WOMENS GO STEP LITE - ENCHANTED,14472_TPE,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Brown,10,
14475_GRY,190211997012,WOMENS GO STEP LITE - DYNAMIK,14475_GRY,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Grey,7,
14475_GRY,190211997036,WOMENS GO STEP LITE - DYNAMIK,14475_GRY,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Grey,8,
14475_GRY,190211997050,WOMENS GO STEP LITE - DYNAMIK,14475_GRY,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Grey,9,
14475_GRY,190211997074,WOMENS GO STEP LITE - DYNAMIK,14475_GRY,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Grey,10,
14712_BURG,190872608579,WOMENS GO STEP LITE - SWERVE,14712_BURG,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Red,6,
14712_BURG,190872608593,WOMENS GO STEP LITE - SWERVE,14712_BURG,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Red,7,
14712_BURG,190872608616,WOMENS GO STEP LITE - SWERVE,14712_BURG,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Red,8,
14712_BURG,190872608630,WOMENS GO STEP LITE - SWERVE,14712_BURG,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Red,9,
14712_BURG,190872608654,WOMENS GO STEP LITE - SWERVE,14712_BURG,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Red,10,
14712_NVY,190872455296,WOMENS GO STEP LITE - SWERVE,14712_NVY,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Navy,6,
14712_NVY,190872455319,WOMENS GO STEP LITE - SWERVE,14712_NVY,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Navy,7,
14712_NVY,190872455333,WOMENS GO STEP LITE - SWERVE,14712_NVY,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Navy,8,
14712_NVY,190872455357,WOMENS GO STEP LITE - SWERVE,14712_NVY,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Navy,9,
14712_NVY,190872455371,WOMENS GO STEP LITE - SWERVE,14712_NVY,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Navy,10,
14739_CHAR,190872300756,WOMENS GO STEP LITE,14739_CHAR,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Charcoal,6,
14739_CHAR,190872300770,WOMENS GO STEP LITE,14739_CHAR,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Charcoal,7,
14739_CHAR,190872300794,WOMENS GO STEP LITE,14739_CHAR,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Charcoal,8,
14739_CHAR,190872300817,WOMENS GO STEP LITE,14739_CHAR,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Charcoal,9,
14739_CHAR,190872300831,WOMENS GO STEP LITE,14739_CHAR,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Charcoal,10,
15433_BKW,191665269625,WOMENS GO WALK LITE - ISLA,15433_BKW,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Black,6,
15433_BKW,191665269649,WOMENS GO WALK LITE - ISLA,15433_BKW,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Black,7,
15672_BKHP,193113257406,WOMENS GO WALK REVOLUTION ULTRA-CAPI,15672_BKHP,Women,Footwear,Performance - Walking,100,6799.0,6799.0,Black,8,
15700_CHAR,191665238300,WOMENS GO FLEX MAX,15700_CHAR,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Charcoal,9,
15700_TPE,191665238607,WOMENS GO FLEX MAX,15700_TPE,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Brown,6,
15700_TPE,191665238683,WOMENS GO FLEX MAX,15700_TPE,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Brown,10,
15730_BKW,192283431364,WOMENS GO WALK EVOLUTION ULTRA-REACH,15730_BKW,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Black,6,
15730_BKW,192283431388,WOMENS GO WALK EVOLUTION ULTRA-REACH,15730_BKW,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Black,7,
15730_BKW,192283431401,WOMENS GO WALK EVOLUTION ULTRA-REACH,15730_BKW,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Black,8,
15730_BKW,192283431425,WOMENS GO WALK EVOLUTION ULTRA-REACH,15730_BKW,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Black,9,
15730_NVW,192283431647,WOMENS GO WALK EVOLUTION ULTRA-REACH,15730_NVW,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Navy,7,
16352_GRY,192283987700,WOMENS GO WALK LITE - ENAMOR,16352_GRY,Women,Footwear,Performance - Walking,100,4499.0,4499.0,Grey,9,
111101_PNK,193642948066,WOMENS GO WALK 5 -,111101_PNK,Women,Footwear,Performance - SLIPPER,100,3499.0,3499.0,Pink,5,
15300_NVTQ,191665221630,Womens ON-THE-GO 600,15300_NVTQ,Women,Footwear,Performance - SLIPPER,100,2999.0,2999.0,Navy,9,
15306_GRY,191665520092,WOMENS ON-THE-GO 600 - MONARCH,15306_GRY,Women,Footwear,Performance - SLIPPER,100,3299.0,3299.0,Grey,9,
15306_NVY,191665209157,WOMENS ON-THE-GO 600 - MONARCH,15306_NVY,Women,Footwear,Performance - SLIPPER,100,3299.0,3299.0,Navy,7,
15311_NVW,192283143625,WOMENS ON-THE-GO 600 - STELLAR,15311_NVW,Women,Footwear,Performance - SLIPPER,100,2999.0,2999.0,Navy,10,
15312_NVY,193113431530,WOMENS ON-THE-GO 600 - FLAWLESS,15312_NVY,Women,Footwear,Performance - SLIPPER,100,3299.0,3299.0,Navy,6,
15312_NVY,193113431547,WOMENS ON-THE-GO 600 - FLAWLESS,15312_NVY,Women,Footwear,Performance - SLIPPER,100,3299.0,3299.0,Navy,7,
15312_NVY,193113431554,WOMENS ON-THE-GO 600 - FLAWLESS,15312_NVY,Women,Footwear,Performance - SLIPPER,100,3299.0,3299.0,Navy,8,
15312_NVY,193113431561,WOMENS ON-THE-GO 600 - FLAWLESS,15312_NVY,Women,Footwear,Performance - SLIPPER,100,3299.0,3299.0,Navy,9,
15312_NVY,193113431578,WOMENS ON-THE-GO 600 - FLAWLESS,15312_NVY,Women,Footwear,Performance - SLIPPER,100,3299.0,3299.0,Navy,10,
15316_BBK,191665404972,WOMENS ON-THE-GO 600 -BRILLIANCY,15316_BBK,Women,Footwear,Performance - SLIPPER,100,3499.0,3499.0,Black,6,
15316_BBK,191665404989,WOMENS ON-THE-GO 600 -BRILLIANCY,15316_BBK,Women,Footwear,Performance - SLIPPER,100,3499.0,3499.0,Black,7,
15316_BBK,191665404996,WOMENS ON-THE-GO 600 -BRILLIANCY,15316_BBK,Women,Footwear,Performance - SLIPPER,100,3499.0,3499.0,Black,8,
15316_BBK,191665405009,WOMENS ON-THE-GO 600 -BRILLIANCY,15316_BBK,Women,Footwear,Performance - SLIPPER,100,3499.0,3499.0,Black,9,
15316_BBK,191665405016,WOMENS ON-THE-GO 600 -BRILLIANCY,15316_BBK,Women,Footwear,Performance - SLIPPER,100,3499.0,3499.0,Black,10,
15316_CHAR,191665254706,WOMENS ON-THE-GO 600 -BRILLIANCY,15316_CHAR,Women,Footwear,Performance - SLIPPER,100,3499.0,3499.0,Charcoal,9,
15316_CHAR,191665254713,WOMENS ON-THE-GO 600 -BRILLIANCY,15316_CHAR,Women,Footwear,Performance - SLIPPER,100,3499.0,3499.0,Charcoal,10,
15200_MVE,193113251763,WOMENS GO RUN RIDE 7,15200_MVE,Women,Footwear,Performance - Running,100,6499.0,6499.0,Purple,7,
15200_MVE,193113251787,WOMENS GO RUN RIDE 7,15200_MVE,Women,Footwear,Performance - Running,100,6499.0,6499.0,Purple,8,
15200_MVE,193113251800,WOMENS GO RUN RIDE 7,15200_MVE,Women,Footwear,Performance - Running,100,6499.0,6499.0,Purple,9,
15200_MVE,193113251824,WOMENS GO RUN RIDE 7,15200_MVE,Women,Footwear,Performance - Running,100,6499.0,6499.0,Purple,10,
15200_NVPR,191665343929,WOMENS GO RUN RIDE 7,15200_NVPR,Women,Footwear,Performance - Running,100,6499.0,6499.0,Navy,6,
15200_NVPR,191665343943,WOMENS GO RUN RIDE 7,15200_NVPR,Women,Footwear,Performance - Running,100,6499.0,6499.0,Navy,7,
15200_NVPR,191665343967,WOMENS GO RUN RIDE 7,15200_NVPR,Women,Footwear,Performance - Running,100,6499.0,6499.0,Navy,8,
15200_NVPR,191665343981,WOMENS GO RUN RIDE 7,15200_NVPR,Women,Footwear,Performance - Running,100,6499.0,6499.0,Navy,9,
15200_NVPR,191665344001,WOMENS GO RUN RIDE 7,15200_NVPR,Women,Footwear,Performance - Running,100,6499.0,6499.0,Navy,10,
15206_CCPK,191665344599,Womens GO RUN FORZA 3,15206_CCPK,Women,Footwear,Performance - Running,100,7999.0,7999.0,Charcoal,6,
15206_CCPK,191665344612,Womens GO RUN FORZA 3,15206_CCPK,Women,Footwear,Performance - Running,100,7999.0,7999.0,Charcoal,7,
15206_CCPK,191665344636,Womens GO RUN FORZA 3,15206_CCPK,Women,Footwear,Performance - Running,100,7999.0,7999.0,Charcoal,8,
15206_CCPK,191665344650,Womens GO RUN FORZA 3,15206_CCPK,Women,Footwear,Performance - Running,100,7999.0,7999.0,Charcoal,9,
15206_CCPK,191665344674,Womens GO RUN FORZA 3,15206_CCPK,Women,Footwear,Performance - Running,100,7999.0,7999.0,Charcoal,10,
15206_MVE,193113463265,WOMENS GO RUN FORZA 3,15206_MVE,Women,Footwear,Performance - Running,100,7999.0,7999.0,Purple,6,
15206_MVE,193113463289,WOMENS GO RUN FORZA 3,15206_MVE,Women,Footwear,Performance - Running,100,7999.0,7999.0,Purple,7,
15206_MVE,193113463302,WOMENS GO RUN FORZA 3,15206_MVE,Women,Footwear,Performance - Running,100,7999.0,7999.0,Purple,8,
15206_MVE,193113463326,WOMENS GO RUN FORZA 3,15206_MVE,Women,Footwear,Performance - Running,100,7999.0,7999.0,Purple,9,
15206_MVE,193113463340,WOMENS GO RUN FORZA 3,15206_MVE,Women,Footwear,Performance - Running,100,7999.0,7999.0,Purple,10,
15206_TEAL,191665344858,Womens GO RUN FORZA 3,15206_TEAL,Women,Footwear,Performance - Running,100,7999.0,7999.0,Green,6,
15206_TEAL,191665344872,Womens GO RUN FORZA 3,15206_TEAL,Women,Footwear,Performance - Running,100,7999.0,7999.0,Green,7,
15206_TEAL,191665344896,Womens GO RUN FORZA 3,15206_TEAL,Women,Footwear,Performance - Running,100,7999.0,7999.0,Green,8,
15206_TEAL,191665344919,Womens GO RUN FORZA 3,15206_TEAL,Women,Footwear,Performance - Running,100,7999.0,7999.0,Green,9,
15206_TEAL,191665344933,Womens GO RUN FORZA 3,15206_TEAL,Women,Footwear,Performance - Running,100,7999.0,7999.0,Green,10,
15207_BKHP,192283472299,WOMENS GO RUN MAX TRAIL 5 ULTRA,15207_BKHP,Women,Footwear,Performance - Running,100,9999.0,9999.0,Black,6,
15207_BKHP,192283472312,WOMENS GO RUN MAX TRAIL 5 ULTRA,15207_BKHP,Women,Footwear,Performance - Running,100,9999.0,9999.0,Black,7,
15207_BKHP,192283472336,WOMENS GO RUN MAX TRAIL 5 ULTRA,15207_BKHP,Women,Footwear,Performance - Running,100,9999.0,9999.0,Black,8,
15207_BKHP,192283472350,WOMENS GO RUN MAX TRAIL 5 ULTRA,15207_BKHP,Women,Footwear,Performance - Running,100,9999.0,9999.0,Black,9,
15207_BKHP,192283472374,WOMENS GO RUN MAX TRAIL 5 ULTRA,15207_BKHP,Women,Footwear,Performance - Running,100,9999.0,9999.0,Black,10,
15207_NVPK,192283387678,WOMENS GO RUN MAX TRAIL 5 ULTRA,15207_NVPK,Women,Footwear,Performance - Running,100,9999.0,9999.0,Navy,6,
15207_NVPK,192283387692,WOMENS GO RUN MAX TRAIL 5 ULTRA,15207_NVPK,Women,Footwear,Performance - Running,100,9999.0,9999.0,Navy,7,
15207_NVPK,192283387715,WOMENS GO RUN MAX TRAIL 5 ULTRA,15207_NVPK,Women,Footwear,Performance - Running,100,9999.0,9999.0,Navy,8,
15207_NVPK,192283387739,WOMENS GO RUN MAX TRAIL 5 ULTRA,15207_NVPK,Women,Footwear,Performance - Running,100,9999.0,9999.0,Navy,9,
15207_NVPK,192283387753,WOMENS GO RUN MAX TRAIL 5 ULTRA,15207_NVPK,Women,Footwear,Performance - Running,100,9999.0,9999.0,Navy,10,
15209_BKHP,191665234135,WOMENS GO RUN 6,15209_BKHP,Women,Footwear,Performance - Running,100,7999.0,7999.0,Black,6,
15209_BKHP,191665234159,WOMENS GO RUN 6,15209_BKHP,Women,Footwear,Performance - Running,100,7999.0,7999.0,Black,7,
15209_BKHP,191665234173,WOMENS GO RUN 6,15209_BKHP,Women,Footwear,Performance - Running,100,7999.0,7999.0,Black,8,
15209_BKHP,191665234197,WOMENS GO RUN 6,15209_BKHP,Women,Footwear,Performance - Running,100,7999.0,7999.0,Black,9,
15209_BKHP,191665234210,WOMENS GO RUN 6,15209_BKHP,Women,Footwear,Performance - Running,100,7999.0,7999.0,Black,10,
15209_BKW,191665520368,Womens GO RUN 6,15209_BKW,Women,Footwear,Performance - Running,100,7999.0,7999.0,Black,6,
15209_BKW,191665520382,Womens GO RUN 6,15209_BKW,Women,Footwear,Performance - Running,100,7999.0,7999.0,Black,7,
15209_BKW,191665520405,Womens GO RUN 6,15209_BKW,Women,Footwear,Performance - Running,100,7999.0,7999.0,Black,8,
15209_BKW,191665520429,Womens GO RUN 6,15209_BKW,Women,Footwear,Performance - Running,100,7999.0,7999.0,Black,9,
15209_BKW,191665520443,Womens GO RUN 6,15209_BKW,Women,Footwear,Performance - Running,100,7999.0,7999.0,Black,10,
15209_BKW,191665520375,Womens GO RUN 6,15209_BKW,Women,Footwear,Performance - Running,100,7999.0,7999.0,Black,6H,
15209_BKW,191665520399,Womens GO RUN 6,15209_BKW,Women,Footwear,Performance - Running,100,7999.0,7999.0,Black,7H,
15209_BKW,191665520412,Womens GO RUN 6,15209_BKW,Women,Footwear,Performance - Running,100,7999.0,7999.0,Black,8H,
15209_BKW,191665520436,Womens GO RUN 6,15209_BKW,Women,Footwear,Performance - Running,100,7999.0,7999.0,Black,9H,
15209_PCH,192283816857,WOMENS GO RUN 6,15209_PCH,Women,Footwear,Performance - Running,100,7999.0,7999.0,Pink,6,
15209_PCH,192283816871,WOMENS GO RUN 6,15209_PCH,Women,Footwear,Performance - Running,100,7999.0,7999.0,Pink,7,
15209_PCH,192283816895,WOMENS GO RUN 6,15209_PCH,Women,Footwear,Performance - Running,100,7999.0,7999.0,Pink,8,
15209_PCH,192283816918,WOMENS GO RUN 6,15209_PCH,Women,Footwear,Performance - Running,100,7999.0,7999.0,Pink,9,
15209_PCH,192283816932,WOMENS GO RUN 6,15209_PCH,Women,Footwear,Performance - Running,100,7999.0,7999.0,Pink,10,
15216_BKHP,192283734885,WOMENS GO RUN PURE,15216_BKHP,Women,Footwear,Performance - Running,100,5999.0,5999.0,Black,6,
15216_BKHP,192283734908,WOMENS GO RUN PURE,15216_BKHP,Women,Footwear,Performance - Running,100,5999.0,5999.0,Black,7,
15216_BKHP,192283734922,WOMENS GO RUN PURE,15216_BKHP,Women,Footwear,Performance - Running,100,5999.0,5999.0,Black,8,
15216_BKHP,192283734946,WOMENS GO RUN PURE,15216_BKHP,Women,Footwear,Performance - Running,100,5999.0,5999.0,Black,9,
15216_BKHP,192283734960,WOMENS GO RUN PURE,15216_BKHP,Women,Footwear,Performance - Running,100,5999.0,5999.0,Black,10,
15216_LTBL,192283735127,WOMENS GO RUN PURE,15216_LTBL,Women,Footwear,Performance - Running,100,5999.0,5999.0,Blue,6,
15216_LTBL,192283735141,WOMENS GO RUN PURE,15216_LTBL,Women,Footwear,Performance - Running,100,5999.0,5999.0,Blue,7,
15216_LTBL,192283735165,WOMENS GO RUN PURE,15216_LTBL,Women,Footwear,Performance - Running,100,5999.0,5999.0,Blue,8,
15216_LTBL,192283735189,WOMENS GO RUN PURE,15216_LTBL,Women,Footwear,Performance - Running,100,5999.0,5999.0,Blue,9,
15216_LTBL,192283735202,WOMENS GO RUN PURE,15216_LTBL,Women,Footwear,Performance - Running,100,5999.0,5999.0,Blue,10,
15216_MVE,193113251862,WOMENS GO RUN PURE,15216_MVE,Women,Footwear,Performance - Running,100,5999.0,5999.0,Purple,6,
15216_MVE,193113251886,WOMENS GO RUN PURE,15216_MVE,Women,Footwear,Performance - Running,100,5999.0,5999.0,Purple,7,
15216_MVE,193113251909,WOMENS GO RUN PURE,15216_MVE,Women,Footwear,Performance - Running,100,5999.0,5999.0,Purple,8,
15216_MVE,193113251923,WOMENS GO RUN PURE,15216_MVE,Women,Footwear,Performance - Running,100,5999.0,5999.0,Purple,9,
15216_MVE,193113251947,WOMENS GO RUN PURE,15216_MVE,Women,Footwear,Performance - Running,100,5999.0,5999.0,Purple,10,
15219_BKPR,193113227584,WOMENS GO RUN 7,15219_BKPR,Women,Footwear,Performance - Running,100,8999.0,8999.0,Black,6,
15219_BKPR,193113227607,WOMENS GO RUN 7,15219_BKPR,Women,Footwear,Performance - Running,100,8999.0,8999.0,Black,7,
15219_BKPR,193113227621,WOMENS GO RUN 7,15219_BKPR,Women,Footwear,Performance - Running,100,8999.0,8999.0,Black,8,
15219_BKPR,193113227645,WOMENS GO RUN 7,15219_BKPR,Women,Footwear,Performance - Running,100,8999.0,8999.0,Black,9,
15219_BKPR,193113227669,WOMENS GO RUN 7,15219_BKPR,Women,Footwear,Performance - Running,100,8999.0,8999.0,Black,10,
15219_GYBL,193113252708,WOMENS GO RUN 7,15219_GYBL,Women,Footwear,Performance - Running,100,8999.0,8999.0,Grey,6,
15219_GYBL,193113252722,WOMENS GO RUN 7,15219_GYBL,Women,Footwear,Performance - Running,100,8999.0,8999.0,Grey,7,
15219_GYBL,193113252746,WOMENS GO RUN 7,15219_GYBL,Women,Footwear,Performance - Running,100,8999.0,8999.0,Grey,8,
15219_GYBL,193113252760,WOMENS GO RUN 7,15219_GYBL,Women,Footwear,Performance - Running,100,8999.0,8999.0,Grey,9,
15219_GYBL,193113252784,WOMENS GO RUN 7,15219_GYBL,Women,Footwear,Performance - Running,100,8999.0,8999.0,Grey,10,
15219_MVMT,193113227706,WOMENS GO RUN 7,15219_MVMT,Women,Footwear,Performance - Running,100,8999.0,8999.0,Purple,6,
15219_MVMT,193113227720,WOMENS GO RUN 7,15219_MVMT,Women,Footwear,Performance - Running,100,8999.0,8999.0,Purple,7,
15219_MVMT,193113227744,WOMENS GO RUN 7,15219_MVMT,Women,Footwear,Performance - Running,100,8999.0,8999.0,Purple,8,
15219_MVMT,193113227768,WOMENS GO RUN 7,15219_MVMT,Women,Footwear,Performance - Running,100,8999.0,8999.0,Purple,9,
15219_MVMT,193113227782,WOMENS GO RUN 7,15219_MVMT,Women,Footwear,Performance - Running,100,8999.0,8999.0,Purple,10,
15224_NVPK,193642164824,WOMENS GO RUN RIDE 8,15224_NVPK,Women,Footwear,Performance - Running,100,8999.0,8999.0,Navy,6,
15224_NVPK,193642164848,WOMENS GO RUN RIDE 8,15224_NVPK,Women,Footwear,Performance - Running,100,8999.0,8999.0,Navy,7,
15224_NVPK,193642164862,WOMENS GO RUN RIDE 8,15224_NVPK,Women,Footwear,Performance - Running,100,8999.0,8999.0,Navy,8,
15224_NVPK,193642164886,WOMENS GO RUN RIDE 8,15224_NVPK,Women,Footwear,Performance - Running,100,8999.0,8999.0,Navy,9,
15224_NVPK,193642164909,WOMENS GO RUN RIDE 8,15224_NVPK,Women,Footwear,Performance - Running,100,8999.0,8999.0,Navy,10,
15226_BKLM,193113233561,Womens GO RUN RIDE 7-NEWYORK MTH,15226_BKLM,Women,Footwear,Performance - Running,100,7999.0,7999.0,Black,7,
15226_BKLM,193113233585,Womens GO RUN RIDE 7-NEWYORK MTH,15226_BKLM,Women,Footwear,Performance - Running,100,7999.0,7999.0,Black,8,
15226_BKLM,193113233608,Womens GO RUN RIDE 7-NEWYORK MTH,15226_BKLM,Women,Footwear,Performance - Running,100,7999.0,7999.0,Black,9,
